id,mag_j,merr_j,type,per,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,mag_v,merr_v,mag_b,merr_b,resid_m4_b,resid_m4_v,resid_m4_j,resid_m4_h,resid_m4_k,resid_m4_3,resid_m4_4
264.0,13.874,0.055,1.0,0.321398,13.597999999999999,0.14300000000000002,13.614,0.036000000000000004,13.389000000000001,0.106,13.088,0.028999999999999998,14.753,0.149,15.11,0.207,-0.17963999999924596,-0.16005263157893168,-0.1545312626768638,-0.09773685663435927,-0.13550754548174027,0.12097145217603611,0.27790389617459255
265.0,13.509,0.055999999999999994,1.0,0.4226,13.347999999999999,0.048,13.235999999999999,0.034,,,,,14.465,0.09699999999999999,14.874,0.149,,,,,,,
266.0,13.472000000000001,0.044000000000000004,1.0,0.35230300000000003,13.106,0.16,13.165,0.043,,,,,14.512,0.065,14.784,0.034,,,,,,,
267.0,13.432,0.061,1.0,0.315822,12.93,0.11199999999999999,12.984000000000002,0.14,,,,,14.49,0.085,14.843,0.129,,,,,,,
268.0,13.067,0.11599999999999999,0.0,0.812922,12.405,0.092,12.523,0.13699999999999998,,,,,14.554,0.14800000000000002,14.977,0.203,,,,,,,
270.0,13.649000000000001,0.047,1.0,0.312714,13.44,0.066,13.474,0.035,,,,,14.549000000000001,0.068,14.857000000000001,0.084,,,,,,,
271.0,13.119000000000002,0.057,1.0,0.4432,12.620999999999999,0.057999999999999996,12.663,0.128,12.882,0.031,12.943,0.18,14.365,0.13699999999999998,14.837,0.188,0.09336000000075373,0.22794736842106822,0.25701998946791527,0.5030185987830826,0.43645677829933227,0.2570300577025808,0.0071648389374114885
272.0,13.829,0.049,1.0,0.31148200000000004,13.642000000000001,0.055999999999999994,13.591,0.037000000000000005,,,,,14.665999999999999,0.06,14.982999999999999,0.07200000000000001,,,,,,,
273.0,13.588,0.071,1.0,0.367106,13.318,0.154,13.37,0.040999999999999995,,,,,14.549000000000001,0.09300000000000001,14.955,0.11800000000000001,,,,,,,
274.0,13.83,0.036000000000000004,1.0,0.311089,13.718,0.040999999999999995,13.620999999999999,0.049,,,,,14.58,0.079,,,,,,,,,
275.0,13.495999999999999,0.027000000000000003,1.0,0.3776,13.288,0.07,13.185,0.067,,,,,14.457,0.025,14.865,0.091,,,,,,,
276.0,13.729000000000001,0.023,1.0,0.307807,13.622,0.036000000000000004,13.524000000000001,0.02,,,,,14.595,0.07200000000000001,14.902000000000001,0.077,,,,,,,
277.0,13.613,0.04,1.0,0.351563,13.390999999999998,0.055999999999999994,13.365,0.035,14.132,0.043,13.205,0.054000000000000006,14.507,0.031,14.880999999999998,0.03,0.04936000000075502,0.08594736842106876,0.010588197285828826,0.004227005234563208,0.00767711654941472,-0.7255842062632816,0.04484208033910164
280.0,13.946,0.026000000000000002,1.0,0.281644,13.872,0.054000000000000006,13.794,0.035,,,,,14.76,0.042,15.02,0.057,,,,,,,
285.0,13.687000000000001,0.027999999999999997,1.0,0.329014,13.484000000000002,0.027999999999999997,13.501,0.034,,,,,14.54,0.068,14.888,0.099,,,,,,,
288.0,13.809000000000001,0.031,1.0,0.2954,13.659,0.021,13.58,0.019,,,,,,,,,,,,,,,
289.0,13.735,0.027999999999999997,1.0,0.30809000000000003,13.582,0.018000000000000002,13.525,0.013000000000000001,,,,,14.628,0.08900000000000001,14.918,0.11800000000000001,,,,,,,
291.0,13.685,0.035,1.0,0.334,13.502,0.07200000000000001,13.460999999999999,0.027000000000000003,,,,,14.502,0.035,14.882,0.039,,,,,,,
339.0,13.719000000000001,0.057999999999999996,1.0,0.301322,13.46,0.036000000000000004,13.472999999999999,0.04,13.304,0.024,13.238,0.008,,,14.868,0.055,0.062360000000753146,,0.0694070778548781,0.11578438110378464,0.08157393882716413,0.28042822142974266,0.2113526228889615
340.0,13.5,0.055,1.0,0.301821,13.18,0.08,13.192,0.073,,,,,14.557,0.05,16.801,0.22899999999999998,,,,,,,
341.0,13.729000000000001,0.063,1.0,0.306136,13.292,0.20600000000000002,13.401,0.073,12.774000000000001,0.158,13.183,0.07200000000000001,14.459000000000001,0.091,14.824000000000002,0.128,0.10636000000075185,0.13394736842106703,0.04246663175636911,0.26522629793369923,0.13487818441694444,0.7921317136159107,0.24584649167097616
342.0,13.675,0.05,1.0,0.308389,13.390999999999998,0.073,13.433,0.024,13.546,0.013999999999999999,13.392999999999999,0.026000000000000002,14.602,0.079,14.935,0.084,-0.004639999999247024,-0.00905263157893188,0.08862963796404344,0.15764095243832976,0.09422914941493055,0.011667378183160437,0.026359939656618536
343.0,13.630999999999998,0.07200000000000001,1.0,0.310211,13.413,0.127,13.46,0.05,,,,,14.567,0.094,14.950999999999999,0.14400000000000002,,,,,,,
344.0,13.795,0.027999999999999997,1.0,0.313764,13.7,0.049,13.629000000000001,0.037000000000000005,,,,,14.607000000000001,0.028999999999999998,14.936,0.036000000000000004,,,,,,,
346.0,13.681,0.039,1.0,0.327623,12.261,0.24,13.444,0.11,,,,,14.505999999999998,0.134,14.859000000000002,0.16399999999999998,,,,,,,
347.0,,,1.0,0.328849,,,,,12.126,0.013000000000000001,12.508,0.11599999999999999,14.492,0.16,14.866,0.228,,,,,,,
349.0,13.770999999999999,0.08900000000000001,1.0,0.3642,,,,,,,,,,,14.802,0.145,,,,,,,
350.0,13.208,0.027999999999999997,1.0,0.379108,12.807,0.106,12.797,0.062,,,,,14.493,0.149,14.873,0.192,,,,,,,
352.0,13.365,0.11800000000000001,1.0,0.397544,11.853,0.353,12.745,0.122,,,,,14.187999999999999,0.10400000000000001,14.477,0.14,,,,,,,
353.0,13.62,0.102,1.0,0.40102,1.5190000000000001,15.978,12.2,0.5760000000000001,,,,,14.487,0.14400000000000002,14.780999999999999,0.18100000000000002,,,,,,,
354.0,13.505999999999998,0.064,1.0,0.419934,13.258,0.042,13.229000000000001,0.063,,,,,14.547,0.146,14.97,0.207,,,,,,,
357.0,13.690999999999999,0.025,1.0,0.297775,13.49,0.036000000000000004,13.526,0.08800000000000001,13.463,0.017,13.370999999999999,0.006,14.562999999999999,0.017,14.902999999999999,0.017,0.02736000000075478,0.029947368421069598,0.1100630362609003,0.09964885240107613,0.04254126228541466,0.13509727362121282,0.09367245226382437
366.0,12.718,0.27899999999999997,0.0,0.99991,12.114,0.34600000000000003,12.294,0.10800000000000001,12.238,0.071,12.151,0.153,,,14.934000000000001,0.6990000000000001,,,,,,,
399.0,13.67,0.024,1.0,0.309782,13.472999999999999,0.055999999999999994,13.494000000000002,0.032,13.524000000000001,0.057,13.433,0.037000000000000005,14.58,0.015,14.847999999999999,0.017,0.0823600000007545,0.012947368421068361,0.08881272116601657,0.07036406999725564,0.02791312096167964,0.028464873165216176,-0.019470858856720952
